current_state,Low,Normal,Hit,Viral
Low,0.45,0.5,0.03333333333333333,0.016666666666666666
Normal,0.3146067415730337,0.5280898876404494,0.14606741573033707,0.011235955056179775
Hit,0.03333333333333333,0.36666666666666664,0.3333333333333333,0.26666666666666666
Viral,0.0,0.0,0.3125,0.6875
