status,message,discount,budget,low_risk_limit,high_rate_min,avg_score,avg_cost,avg_low_risk,avg_high_rate,num_variables
optimal,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.85,1.5,0.2,0.4,1.6266576576645002,1.4937053728386092,0.146392528380507,0.4847493392307337,48
