status,message,discounted_average_score,discounted_average_cost,discounted_low_risk,discounted_high_rate,budget,low_risk_limit,high_rate_min
optimal,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.6266576576645002,1.4937053728386092,0.146392528380507,0.4847493392307337,1.5,0.2,0.4
